1;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
2;Memuaskan;Tidak Ada;Mampu;Tidak Baik;Tidak Puas
3;Memuaskan;Tidak Ada;Mampu;Baik;Puas
4;Cukup Memuaskan;Tidak Ada;Mampu;Cukup Baik;Puas
5;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
6;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
7;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
8;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
9;Memuaskan;Tidak Ada;Mampu;Baik;Puas
10;Memuaskan;Tidak Ada;Mampu;Baik;Tidak Puas
11;Memuaskan;Tidak Ada;Mampu;Baik;Puas
12;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
13;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
14;Memuaskan;Tidak Ada;Mampu;Baik;Puas
15;Memuaskan;Tidak Ada;Mampu;Baik;Puas
16;Tidak Memuaskan;Ada;Tidak Mampu;Tidak Baik;Tidak Puas
17;Tidak Memuaskan;Ada;Tidak Mampu;Tidak Baik;Tidak Puas
18;Memuaskan;Tidak Ada;Kurang Mampu;Baik;Puas
19;Memuaskan;Tidak Ada;Kurang Mampu;Baik;Puas
20;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
21;Cukup Memuaskan;Ada;Kurang Mampu;Cukup Baik;Tidak Puas
22;Memuaskan;Tidak Ada;Mampu;Baik;Puas
23;Memuaskan;Tidak Ada;Mampu;Baik;Puas
24;Memuaskan;Tidak Ada;Mampu;Baik;Tidak Puas
25;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
26;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
27;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
28;Sangat Memuaskan;Tidak Ada;Sangat Mampu;Sangat Baik;Puas
29;Memuaskan;Tidak Ada;Mampu;Baik;Puas
30;Memuaskan;Tidak Ada;Mampu;Baik;Puas
31;Memuaskan;Tidak Ada;Mampu;Baik;Puas
32;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
33;Tidak Memuaskan;Tidak Ada;Tidak Mampu;Tidak Baik;Tidak Puas
34;Memuaskan;Tidak Ada;Mampu;Baik;Puas
